text,start,end
 or lower the policy rate.,1860.234,1861.914
" But, the monetary policy has tightened",1862.058,1865.634
 further in most of the advanced economies.,1865.634,1869.21
 in second quarter of 2023.,1869.354,1872.186
 We will continue enhancing and upgrading,1878.09,1881.59
 our automation and our,1881.59,1883.818
 4.0 factory system for,1883.818,1886.682
 To be more competitive,1886.826,1889.749
 and also,1889.749,1891.002
 To be more competitive with other competitors.,1892.298,1896.186
" And also, despite",1896.426,1898.298
 The global economic uncertainty which I just mentioned,1898.442,1902.234
 in the previous page and also the flat consumption,1902.282,1906.168
 spending in the first half of 2023.,1906.168,1908.858
 Our team has been very aggressive,1911.594,1913.8890000000001
 and very successful.,1913.8890000000001,1915.6740000000002
 implements new products such as small wearable devices,1915.722,1919.706
" uh, pause machine",1919.85,1921.434
 which support a company's growth momentum.,1921.482,1924.026
 Even given,1924.17,1926.33
 The world market.,1926.666,1928.538
 demand as being sluggish.,1928.586,1930.746
 for,1931.946,1932.762
 The company will also,1936.65,1938.81
 continue to pursue for a new potential market,1938.954,1942.938
 and also a new product.,1942.986,1944.954
" such as EV charging station,",1945.098,1947.354
 IoT Home Security Business.,1947.498,1949.754
 and lower of,1949.802,1951.002
 Earth open cell like product,1951.242,1953.306
 And,1953.45,1954.65
 These are future,1955.082,1957.242
 trend for the product that we think it,1957.578,1960.238
 has a very promising future.,1960.238,1963.194
 uh,1964.01,1964.922
 for the following years.,1964.97,1966.266
 So we would like to go,2050.602,2052.642
 to the Q&A sections.,2052.642,2054.682
 So please allow me to read some questions in Thai and,2055.018,2058.498
 then explain to the management in English.,2058.498,2061.978
 Very simple.,2091.21,2093.37
 Uh oh.,2097.45,2098.554
" An investor,",2099.274,2102.298
 a pound receivable from TIFO.,2102.826,2104.698
 it's very high so,2104.746,2106.33
 Why don't you give so much credit for,2106.378,2110.05
 them and not blame them people to pay faster?,2110.05,2113.722
 Thank you very much for your question.,2115.114,2118.234
 we are trying,2118.474,2121.306
 Great as much business as possible as,2121.738,2124.114
 I mentioned in the previous page.,2124.114,2126.4900000000002
" Our team, even given the worldwide economic",2126.73,2130.616
" situation, is not doing well.",2130.616,2133.114
 we are still getting a lot of new products,2133.258,2136.09
 from our affiliate companies as well.,2136.33,2140.122
 I'm not,2141.034,2142.33
 uh...,2142.474,2143.29
 I'm not legally allowed,2143.626,2145.786
" To, um",2146.698,2148.186
 comment on individual customer,2148.522,2151.258
 uh...,2151.498,2152.41
 customer situation.,2152.458,2154.138
 But we are certainly,2154.186,2156.7490000000003
 doing all we can,2156.7490000000003,2158.458
 and also try to shorten,2158.506,2161.17
 account receivable length.,2161.17,2163.8340000000003
 and date as much as possible.,2164.074,2166.906
 But it all depends on how we,2167.146,2169.2470000000003
 negotiate with our customer.,2169.2470000000003,2171.61
" And as you can see,",2171.754,2173.626
" Right now, given",2174.826,2177.178
 Even in the first half,2177.322,2179.458
" of 2023, our revenue",2179.458,2181.594
 a little bit but we are trying,2183.082,2185.4339999999997
 to cut down our SG&A cost and,2185.4339999999997,2188.122
 or try to cut down other expenses.,2188.17,2190.426
 These are the effort,2190.57,2191.962
 That I think our entire team member will continue,2192.01,2195.706
 in order for it to become a more competitive,2197.674,2200.742
 and more efficient company.,2200.742,2202.7140000000004
 We will certainly continue,2203.818,2206.4280000000003
 to pursue and also ask,2206.4280000000003,2208.666
 our customer,2208.81,2211.546
 To be able maintain or improve payment,2211.69,2214.3070000000002
" terms but at this point of time, these are",2214.3070000000002,2216.9240000000004
 the payment terms we have been talking about,2216.9240000000004,2219.8020000000006
 we've been discussing,2219.946,2221.53
 is decided and their payment and,2221.77,2224.026
 have also been not just,2224.17,2225.85
" To us, it's also from their customer",2225.994,2228.143
" as well. So, these are just the business style.",2228.143,2230.458
 decision we do need to make.,2230.794,2233.05
 uh,2305.002,2305.914
" So, if an investor wants",2331.21,2333.562
 As I have been asked since the market,2333.61,2336.01
" price currently in Thailand is quite low,",2336.01,2338.65
 Will the company consider to,2339.466,2341.717
 cancel this capital increase because,2341.717,2344.2180000000003
 uh,2344.362,2345.37
" Inclusive data, we may get only",2345.61,2348.388
 a little money from the capital increase.,2348.388,2351.418
 But it will have a big impact.,2351.466,2354.106
 To share dilutions.,2354.154,2356.026
" Yes, once again, Thank you for the",2357.034,2359.3430000000003
 question. We understand that currently,2359.3430000000003,2361.8820000000005
 There,2361.93,2362.842
 The stock market pricing is,2362.986,2365.741
 not at its most favorable.,2365.741,2368.89
 rising right now.,2369.13,2370.234
 But as you can see from the video,2370.378,2372.922
 That KUNZO shows it to you.,2373.066,2375.706
 There are mass expansion,2375.85,2378.394
 That is required.,2378.538,2380.026
 for Calcom Thailand to do in,2380.074,2382.4500000000003
 order to get more business,2382.4500000000003,2384.8260000000005
 and also get new,2384.874,2386.938
 new possible,2387.082,2388.666
 business opportunities,2388.81,2390.49
 As a,2391.402,2392.602
 As a,2392.746,2393.562
 Management.,2393.706,2394.714
 Team,2394.858,2395.77
 we cannot really comment on what,2395.818,2398.362
 What price? What's the,2399.082,2401.218
 right price for the our stock?,2401.218,2403.354
 stock pricey.,2403.498,2404.698
 What we,2404.746,2406.618
 can do is we try our best,2406.666,2409.594
 uh... to perform like i said,2409.834,2411.706
" we try to cut our expenses,",2411.85,2415.738
 costs.,2415.882,2417.178
 and try improve our performance.,2417.226,2421.114
 and help,2421.354,2422.746
 And in terms of having a better,2422.89,2426.874
 Sure.,2427.018,2428.218
 output,2429.994,2431.002
 or payout in future.,2431.146,2433.018
" Right now,",2434.314,2436.546
 we do need,2436.546,2438.778
 new share released in order to gain,2440.746,2443.482
 The funding for building our new factory,2443.626,2446.65
 And it's a very important,2446.794,2449.6459999999997
 mission for us right now.,2449.6459999999997,2451.642
 we work,2451.978,2453.562
 we would like to still continue to,2453.61,2455.962
 To perform on this new share issuing,2457.066,2459.634
 and we hope all the shareholders,2459.634,2462.202
 can support us on this.,2462.25,2463.834
 me,2536.746,2537.85
 or generate,2537.898,2538.906
 uh,2566.698,2567.514
" So, uh, shareholder would like to ask about the,",2580.618,2584.1459999999997
 what would be the gross profit margin for the new factory?,2584.1459999999997,2587.6739999999995
 And it's a very interesting,2587.914,2590.17
 our own factory.,2590.314,2591.61
" Maybe Koonzoo,",2593.098,2595.234
 you can help us,2595.234,2597.37
" To explain it,",2597.514,2599.194
 share some of the information to our shareholders about this meeting.,2599.434,2602.362
 As I mentioned to the,2603.466,2606.759
" today, we have all year long",2606.759,2610.522
 manufacturing service company.,2611.05,2613.402
" So, uh",2614.026,2615.514
 forever,2615.754,2616.666
 Uhhh,2617.002,2617.914
 new factory or,2618.346,2620.026
 All fixedity.,2620.362,2621.466
 We will continue to,2621.994,2623.578
 Implement our automation,2623.818,2626.074
 for a touching system.,2627.274,2628.57
 To reduce our cost.,2628.81,2631.162
 uh...,2634.474,2635.29
 Oh,2639.658,2641.05
" all 50, we were tried",2641.386,2643.162
 our best to,2643.594,2645.946
 improve our,2646.666,2648.346
 uh,2708.97,2709.786
 uh,2711.754,2712.57
