text,start,end
2021,1033.386,1035.162
ดีลทู,1038.858,1040.25
โอเค สำหรับฟังก์,1053.45,1054.938
อัพโหลวง,1079.082,1079.994
อิสลิมสิม่า ลอตาชิ,1095.21,1097.37
โดยลดลงทางการเงิน,1132.074,1134.522
36%,1197.45,1199.034
so you can see,1229.13,1230.33
เราต้องการการเงิน,1230.762,1233.498
The first half year 2023,1233.642,1237.338
แต่ในช่วงของเรา,1244.202,1246.266
อัตราโฟสตรอล,1261.386,1262.49
คำพูดคำนวณ,1267.434,1268.538
ก็ขอสรุปคร่าว ๆ จากที่กรรมการ,1283.562,1285.76
ผู้จัดการได้อธิบายถึงภาพรวม,1285.76,1287.738
ของบริษัทไปนะคะ,1287.978,1289.658
ซึ่งบริษัทของเรามีค่อนข้างที่จะหลักหลายแห่ง,1289.802,1293.138
ทั่วโลกที่จะสามารถซัพพอร์ตลูกค้าของเราได้,1293.138,1296.474
และประเทศไทยคือหนึ่งในโรงงานสำคัญนั้น,1296.522,1300.026
และหลังจากนั้นค่ะ ท่านก็ได้เล่าถึงใน,1300.17,1302.786
ตัวของประเภทสินค้าที่เราผลิตนะคะ,1302.786,1305.402
ซึ่งประเภทสินค้าหรือรายการที่เรา,1305.45,1307.778
ผลิตค่อนข้างที่จะมีหลากหลายรายการ,1307.778,1310.106
โดยแบ่งเป็น 4 กลุ่มหลัก ๆ,1310.154,1312.89
ก็จะเป็นในเรื่องของ สตอเล็ต,1313.514,1315.8899999999999
 นอนสตอเล็ต พรินติ้ง หรือ อ่า,1315.8899999999999,1318.2659999999998
Communication Radio นะคะ,1320.042,1321.914
ค่ะ เนื่องจากประเทศไทยอ่ะค่ะเป็นจุดสำคัญหลักในการผลิต,1322.73,1326.665
นะคะ จึงมีแผนที่จะขยายโรงงานในประเทศไทยเพื่อรองรับ,1326.665,1330.845
ออเดอร์ใหม่ใหม่ที่จะเข้ามานะคะในปีต่อต่อไป,1330.845,1334.534
 จึงทำให้เราอ่ะค่ะมีโครงการที่จะเพิ่มทุน RO ขึ้นนะคะ,1334.534,1338.7140000000002
เพื่อระดมฟุ้งสร้างโรงงานเพิ่มขึ้นอีก 4 โรง,1338.762,1341.882
แล้วใช้งบประมาณ 178 ล้านเหรียญ,1341.93,1344.666
เพื่อรองรับออเดอร์ที่จะเข้ามาในอนาคต และหลัง,1345.482,1349.074
จากนั้นการเพิ่มทุนของบริษัทยังจะสามารถช่วยปรับปรุง,1349.074,1352.922
โครงสร้างทางการเงินของบริษัท,1352.97,1355.226
โดยลดต้นทุนทางการเงินลงประมาณ 10%,1355.37,1358.202
14 ล้านเหรียญหรือราวประมาณ 486,1358.25,1361.074
 ล้านบาทนะคะแล้วช่วยเอ่อเพื่อช่วย,1361.074,1364.25
ลดความไม่แน่นอนและผลกระทบที่,1364.394,1366.722
อาจเกิดขึ้นจากอัตราดอกเบี้ยนโยบายโลก,1366.722,1369.05
และยังช่วยเพิ่มความมั่นคงทางการเงินของบริษัทได้ด้วยนะคะ,1369.482,1373.274
และที่ผ่านมา บริษัทเราได้มีการจ่าย,1375.338,1378.49
ปันผลมาอย่างสม่ำเสมอ และปีนี้เราได้,1378.49,1381.642
มีการจ่ายปันผลระหว่างการไปแล้วในอัตรา,1381.642,1385.0810000000001
หุ้นละ 0.04 บาทต่อหุ้นนะ,1385.226,1387.932
คะสำหรับวัดกู้บินแรกของ 2566 ค่ะ,1387.932,1390.938
ค่ะ จากนั้นเรามาฟังในเรื่องของ Financial Highlight ของ,1391.37,1394.2259999999999
ไตรมาสที่ 2 กันนะคะ ขอเลี้ยงเชิญคุณเจนนี่ค่ะ,1394.2259999999999,1397.0819999999999
สวัสดีค่ะ,1399.914,1400.826
ตอบมา พูดถึง,1401.162,1403.226
ประสิทธิภาพทางการเงินนะคะ,1404.234,1406.298
อ๋อ นั่นต้องจาก,1406.346,1407.738
เล่าถึง,1408.842,1410.234
เงินกำไรขาดทุนนะคะ,1410.666,1412.73
อันนี้จะเป็นตารางที่ รอกับเพื่อนครึ่งปี,1412.778,1416.402
แรกของปี 2023 กับครึ่งปีแรกของ 2022 นะคะ,1416.402,1420.026
ให้นักลงทุนที่จะสามารถดู อ่า,1420.074,1422.778
 ปรับเทียบได้นะคะ อ่า เริ่มต้นนะคะ,1422.778,1425.482
ก็คือดูจากเซลล์นะคะอ่า จะมี,1425.482,1428.186
ลดลงนิดหนึ่งนะคะ,1428.234,1429.914
ปรับปรับกับปีที่แล้ว,1431.114,1432.41
แต่ Overall แล้วคือไม่ว่าจะเป็นกำไรขาดทุน,1432.458,1435.578
กำไรขั้นต้น,1435.626,1437.018
กำไรจากดำเนินงานศีรษะ,1438.026,1440.57
กำไรสุทธินะคะก็คือมีเพิ่มขึ้นมา,1440.618,1443.642
เข้าถึงดีกว่า,1443.69,1444.89
ปีที่แล้วนะคะ,1445.13,1446.426
อาจจะมี พูดถึง เล่าถึงนิดนึงของ,1446.762,1450.458
ต้องคุณจัด,1450.698,1451.898
ตามการเงินนะคะ คือเนื่องจากว่า,1452.138,1455.162
ตอนนี้เศรษฐกิจของพวกโลก เรื่อง Marginal,1455.306,1457.92
 Management System ทำให้อัตรา,1457.92,1460.058
อัตราดอกเบี้ยคือมันสูงขึ้น,1460.106,1462.554
ภายในปีหนึ่งนะคะก็คือ,1462.698,1464.378
ขึ้นมาประมาณ 2-3 เท่านะคะ,1464.618,1466.586
ก็เลยทำให้,1466.634,1468.602
ต้นทุนของทางการเงินมันมีเพิ่มขึ้นมาเหมือนกัน,1468.842,1472.442
อันนี้ก็จะเป็นเหตุผลหนึ่งที่หลัก,1473.162,1475.778
ว่าทำไมเรามีความต้องการ แล้วก็,1475.778,1478.394
อ่าจ้ะ,1478.634,1479.642
เสนอว่า RO สำหรับคำนี้นะคะ,1479.69,1482.042
ผักม้าค่ะ,1483.914,1485.594
รวมถึง,1486.122,1487.034
รวมถึงยอดขายของ,1487.178,1489.506
เครื่องปีแรกของ 2023,1489.506,1491.834
"อยู่ที่ 2,200 ล้านเหรียญสหรัฐ",1491.978,1494.714
ซึ่งความเติบโตลดลงไป 4.45,1495.338,1498.202
% ต่อเทียบกับปีที่แล้วนะคะหลัก,1498.202,1501.066
ๆก็จะเป็นตัวกระทบต่อเนื่องจาก,1501.066,1503.93
เพราะว่าเศรษฐกิจตกจาก,1504.074,1505.562
ทั่วโลกนะคะแล้วก็,1505.898,1507.578
ความต้องการของตลาดก็ยังอ่อนแออยู่,1507.626,1511.13
ในช่วงเวลานี้,1511.466,1512.762
ช่วงปีแรก,1512.81,1514.394
สองศูนย์สองสาม,1514.442,1515.354
ส่วนที่เป็น,1516.362,1517.658
ค่าใช้จ่ายในการขายและการบริหาร,1517.802,1521.21
อยู่ที่ 68 ล้านเหรียญสหรัฐ,1521.258,1523.514
ซึ่งฟังเติบโต,1523.754,1525.818
การเติบโตต่อปี ลด,1526.058,1528.482
ลงไป 18.58%,1528.482,1530.906
อันนี้ก็จะเป็นหลักๆก็คือเกิดเนื่องจากว่าเรามีการ,1531.338,1534.458
ในช่วงปี 2 ปีที่ผ่านมา,1534.602,1537.2
 เรามีการปรับปรุงโครงสร้างภายใน,1537.2,1540.122
แล้วก็เติมบะหมี่ลด,1540.17,1541.466
ค่าใช้จ่ายของผู้บริหารด้วยก็คือผู้ admin,1541.61,1545.594
Expense ด้วยนะคะ,1545.642,1546.938
เราก็มีปากปู,1548.234,1549.626
ประสิทธิภาพของ Production นั้นก็คือ,1550.25,1552.794
อย่างเช่นเราใช้ระบบ,1552.938,1554.865
อัตโนมัติอย่างเช่นเราใช้,1554.865,1557.114
Intercel 4.0 System มา,1557.162,1559.682
เพิ่มทำให้ Production ของโรงงาน,1559.682,1562.202
ดีขึ้นนะคะ ก็เลย Over คือเราสามารถลดลง,1562.25,1564.986
ลดลงมาเป็น 15.58%,1565.418,1567.674
ส่วนที่เป็นกำไรจากขั้นตอน,1570.218,1572.954
การทำงานงาน Operating,1573.194,1575.882
 Profit อยู่ที่ 49 ล้านเหรียญสหรัฐ,1575.882,1578.906
ขึ้นปีแรกของสมชิงสงสาร,1579.242,1581.306
คลองเติบโต,1581.45,1582.65
ต่อปีค่ะ,1582.986,1584.378
เพิ่มขึ้น,1584.426,1585.338
มา,1585.674,1586.682
เติบโตมา 188.19%,1586.922,1590.138
ปรับเทียบกับปีที่แล้วนะคะ อันนี้ก็คือเนื่อง,1590.378,1593.8329999999999
จาก ออโบว์ ผ้ารวม คือเรามีความปรับปรุง ไม่ว่าจะ,1593.8329999999999,1597.5539999999999
เป็นปรับปรุงของสร้างภายใน หรือปรับปรุงของ Production,1597.5539999999999,1601.2749999999999
Publicity นะคะ ก็คือลงดวงก็คือทำให้,1601.322,1604.25
Operating Profit นะคะ,1604.298,1605.882
เข้าขั้น,1606.794,1607.802
จะชัดเจน,1607.85,1608.858
จากปีที่แล้ว,1609.002,1609.818
ส่วนที่เป็นกำไรสุทธินะคะของ,1610.634,1613.85
เพิ่มปีแรก 2022-2023 อยู่ที่,1614.282,1616.634
19 ล้านเหรียญจารัฐนะคะ,1616.778,1618.842
อัตราส่วนเติบโตจะ,1619.658,1621.434
ศูนย์จุดสี่แปดเปอร์เซ็นต์,1621.482,1622.97
ขึ้นมาเป็น 0.88% นะคะ,1623.882,1626.138
ความเติบโตต่อปี,1628.298,1630.283
ขึ้นมา 77.79%,1630.283,1632.666
อันนี้ก็จะเป็นภาพรวมๆทั้งหมดอย่างที่อธิบาย,1633.29,1636.122
เมื่อสักครู่นะคะ ก็คือ,1636.362,1638.042
เนื่องจากว่าเรามีปรับปรุงภายในด้วย แล้วก็คือมีสินค้าตัวใหม่,1638.954,1642.866
 ผลิตภัณฑ์ตัวใหม่เข้ามาด้วย ก็คือทั้งหมด Overall แล้วคือทำให้,1642.866,1646.778
บริษัทคือ,1647.498,1648.41
กำไรสุทธิของบริษัทอยู่ในขาเครื่องดิน,1649.418,1652.73
ต่อมาก็จะเป็น,1656.426,1658.514
กำไรต่อหุ้น EPS,1658.514,1660.6019999999999
อยู่ที่ 0.0032 เหรียญสหรัฐ,1660.842,1663.674
และเติมโต,1664.586,1665.978
88.24% นะคะ,1666.41,1668.474
ส่วนที่เป็นอัตราส่วนผลตอบแทนต่อสินทรัพย์บวก,1668.81,1672.506
อยู่ที่ 1.40%,1672.842,1674.618
เติบโตไป 72.84%,1674.954,1677.402
ส่วนที่เป็นอัตราส่วนของตอบแทนต่อส่วนของผู้ถือหุ้นดวง,1678.41,1682.202
อยู่ที่ 6.80% ซึ่ง,1682.346,1684.34
ต่อ ๆ ขึ้นมา 73.47%,1684.34,1686.618
ลง ๆ ออบเวอร์โอร์ อยู่ในขาขึ้นหมดเลย,1687.05,1689.69
ต่อไปนี้คือพูดถึง,1691.946,1694.01
เรียก,1694.154,1695.162
การจ่ายเงินปันผลนะคะ อย่าง,1695.882,1699.002
ที่เมื่อสักครู่คุณโจที่เก่าถึง บริษัทเมืองเมล์,1699.242,1703.13
มีนโยบาย,1703.274,1704.57
ที่จ่ายปันผลสมัครเสมอนะคะ,1704.81,1707.354
ในอันนี้ก็จะเป็น,1707.402,1708.89
ตารางที่เราล่วงลงขึ้นมาจะ,1708.938,1711.482
ออกมาให้นักลงทุน,1711.53,1712.826
เป็นรับรับได้นะคะก็คือใน 8 ปีที่ผ่าน,1712.874,1715.706
เราค่อนข้างจะ,1716.33,1717.53
จ่ายปันผล,1717.578,1718.874
สำหรับเซิร์ฟนะคะ,1719.018,1720.602
Ready ประมาณอยู่ที่ 0.09 เป็น,1720.65,1724.346
มากกว่า 0.09 ประมาณ,1724.97,1726.65
สามจุดสองเก้าถึงสามจุดหนึ่งนะคะ,1726.794,1729.434
ไม่ว่าจะเป็น,1729.674,1731.162
ช่วงที่ปีที่อาจจะมีโควิด,1731.21,1733.586
ที่มากระทบหรือว่าเป็นช่วงที่,1733.586,1735.962
หรือทั่วโลก,1736.778,1737.978
อยู่ใน,1738.026,1738.938
อ่า อ่า อ่า อ่า อ่า อ่า อ่า อ่า อ่า อ่า อ่า อ่า อ่า อ่า อ่า อ่า อ่า อ่า อ่า อ่า อ่า อ่า อ่า อ่า อ่า อ่า อ่า อ่า อ่า อ่า อ่า อ่า อ่า อ่า อ่า อ่า อ่า อ่า อ่า อ่า อ่า อ่า อ่า อ่า อ่า อ่า อ่า อ่า อ่า อ่า อ่า อ่า อ่า อ่า อ่า,1738.986,1741.6740000000002
 อ่า อ่า อ่า อ่า อ่า อ่า อ่า อ่า อ่า อ่า อ่า อ่า อ่า อ่า อ่า อ่า อ่า อ่า อ่า อ่า อ่า อ่า อ่า อ่า อ่า อ่า อ่า อ่า อ่า อ่า อ่า อ่า อ่า อ่า อ่า อ่า อ่า อ่า อ่า อ่า อ่า อ่า อ่า อ่า อ่า อ่า อ่า อ่า อ่า อ่า อ่า อ่า อ่า อ่า อ่า อ่า,1741.6740000000002,1744.4100000000003
เราก็ยังขับบริษัทก็ยังขับพยาน,1744.554,1747.29
จ่ายบำพริบต่อเรื่องนะคะเพื่อ,1748.394,1750.554
ควบคุม,1751.562,1752.378
ผลประโยชน์ของผู้ถือหุ้นทั้งหมด,1753.29,1755.066
ถัดมานี้พูดถึงปลุกผลิตภัณฑ์นะคะ,1759.05,1762.266
ลงยมแล้วคือเรา,1762.41,1764.954
ส่วนที่ยอดขายที่มาจาก,1765.194,1767.066
Telacom อยู่ที่ 19%,1767.21,1769.658
แล้วยอดฝักนี่มาจาก,1769.706,1771.482
อุปกรณ์ต่อพวกคอมพิวเตอร์นะคะ,1772.874,1774.989
อยู่ที่ 81 เปอร์เซ็นต์นะคะซึ่งคือว่า,1774.989,1777.338
เราจะมี,1777.386,1778.298
สินค้าประเภทหลากหลายอยู่ใน,1778.346,1780.722
กลุ่ม Computer Coral Coral,1780.722,1783.098
ก็คุณเจนนี่ได้พูดเรื่อง,1786.41,1787.898
Financial Highlight ของไตรมาสที่ 2 ไปแล้วนะคะ,1787.946,1790.778
จากนั้นค่ะเรามาฟังแนวโน้มธุรกิจค่ะ,1790.826,1793.466
ขอเรียนเชิญคุณสวิตเจลลี่ค่ะ,1793.61,1795.482
สิทธิ์,1909.098,1910.586
สำหรับ,1930.986,1931.802
สำหรับปี 2023,1933.386,1935.546
ขอสรุปก่อน จากที่ท่านลองประธานกรรมการ,1970.442,1974.188
ได้พูดไปถึงภาพรวมของเศรษฐกิจโลก,1974.188,1977.594
เศรษฐกิจโลกที่ชะลอตัวนะคะภาคการผลิตที่ถดถอยลงในหลักฐาน,1977.738,1981.53
หลายประเทศสะท้อนจากต้นทุนทางการเงิน,1981.578,1984.815
ที่สูงขึ้น และปัญหาการขาดแคลนวัตถุดิบ,1984.815,1988.346
ถึงแม้ว่าเศรษฐกิจโลกของเรายังไม่มีความ,1988.394,1991.874
แน่นอน แต่บริษัทเรายังมีความมั่นใจว่า,1991.874,1995.354
เรามีศักยภาพในการแข่งขัน,1995.498,1997.562
กับ ผู้ตอบสนอง,1997.61,1998.426
ผู้แข่งขันนะคะ,1998.57,1999.77
เนื่องจากเราอ่ะค่ะ ได้มีการพัฒนาและปรับปรุง,1999.818,2002.938
โรงงานของเราเพื่อยกระดับความสามารถของ,2003.658,2007.503
เรา ไม่ว่าจะเป็นทั้งโรงงานอัตโนมัติหรือ,2007.503,2011.348
โรงงานอุตสาหกรรม 4.0 อีกทั้ง เรายังมี,2011.348,2015.514
ผลิตภัณฑ์ใหม่ๆที่เข้ามานะครับไม่ว่า,2015.562,2018.2279999999998
จะเป็นอุปกรณ์สวมใส่อัจฉริยะ,2018.2279999999998,2020.4099999999999
เครื่อง POS เป็นต้นนะคะ,2020.458,2022.522
นอกจากนั้น เรายังมีเป้าหมาย,2022.57,2025.234
ที่จะดำเนินการผลิตภัณฑ์ใหม่,2025.234,2027.898
ไม่ว่าจะเป็นธุรกิจสถานีชาร์จ,2027.946,2030.8509999999999
รถไฟฟ้าหรือธุรกิจความปลอดภัยภาย,2030.8509999999999,2034.079
ในบ้านแล้วผลิตภัณฑ์ดาวเทียม L E O,2034.079,2037.307
และอื่น ๆ ที่จะเข้ามาในปีต่อ ๆ ไปอีกด้วยนะคะ,2037.354,2040.954
จากนั้นค่ะ เป็นเทคชั่นของ,2042.154,2044.314
ต่อข้อสถาปนิกของนักลงทุน,2045.13,2047.77
เราเริ่มต่อคำถามนะคะ มันมี,2064.618,2067.426
นักลงทุนที่ต่อคำถามมาค่ะ,2067.426,2070.234
หนึ่งแรกนะคะก็คือ มีการ,2070.666,2073.786
มีนักลงทุนถามว่าถามถึงด้วยไง,2074.89,2078.01
ค่า Reciprocal ของ KINFO หากคือค่าคว่ำจะสูง,2079.018,2082.33
แล้วทำไม,2082.762,2084.5930000000003
บริษัทไม่ให้,2084.5930000000003,2087.034
ไม่ให้,2087.178,2087.994
ทำไม,2088.426,2089.242
ทำไมบริษัทปล่อยให้,2089.29,2091.066
ใจช้าทำไมไม่ให้เขาใจเลวนะคะ,2093.514,2095.962
อ่า วิ่ง จ้าง,2181.642,2182.938
to do,2195.85,2197.53
เมื่อสักครู่คือ ท่านลงประทานคืออธิบายว่า คือ,2235.498,2238.988
จริง ๆ คือบริษัทอย่างที่เมื่อกี้ที่พรีเซ็ตมาค่ะ,2238.988,2242.7459999999996
เรามีการเอาสินค้าตัวใหม่ ผลิตภัณฑ์,2243.082,2245.6839999999997
ใหม่ที่จะนำเข้ามาที่จะผลิต,2245.6839999999997,2248.026
ซึ่งปัจจุบันนี้เรา,2248.842,2251.1240000000003
ไม่สามารถคือไปคำเม้น,2251.1240000000003,2253.786
ลูกค้า,2253.93,2254.842
ใจเดียว,2254.986,2256.666
แต่พูดถึงภาครวมนะคะ,2256.906,2259.45
จะบอกว่าคือ,2259.978,2261.466
อย่าง payment term คือของทุกท่านคือทุก,2261.514,2263.914
ลูกค้าของเราหรือทุกเบนเดอร์ของเราค่ะ,2263.914,2266.554
ก็คือ,2266.602,2267.418
ตาม,2267.562,2268.858
Negotiation Tertium นะคะก็คือ,2268.906,2270.874
บริษัทก็คือจะมีการ,2271.786,2274.042
อย่างเช่นก็คือเอาใช้,2274.09,2276.538
ระบอบอัตโนมัติหรือว่าไปปรับปรุงลิข หรือว่าไปลด,2277.45,2281.338
ข้อใช้จ่ายของพวก admin นะคะ ก็คือทั้งให้,2281.578,2284.0969999999998
 overall คือบริษัทก็ยังอยู่ในสภาพดีนะคะ,2284.0969999999998,2286.81
แต่พูดถึง Payment Term นี้ก็คือ,2286.954,2289.018
ตังค์ทั่ว ๆ ไปมันไม่ได้,2289.354,2291.322
อาทุกข์ก็คือมัน,2291.37,2292.666
เป็นคำ,2293.002,2294.49
ตาม Market Term ค่ะ,2294.634,2297.178
แล้วคำถามถัดไปนะคะ,2301.546,2304.57
คือมีผู้ถือหุ้นถามว่า,2307.21,2310.324
ราคาของตลาดก่อนที่เพิ่มทุน,2310.324,2313.882
ค่อนข้างจะตัดอยู่แล้ว,2314.026,2316.762
มีแนวน้องที่จะยกเลิกไหม,2317.482,2320.698
คือเนื่องจากว่าอาจจะมีเสือบกระทบ,2320.842,2322.906
เนื่องจากบริษัทอาจจะมี,2323.242,2324.826
ได้เงินน้อย แล้วก็อาจจะมีส่วน,2324.97,2327.221
กระทบกับ Price-Share-Dilution,2327.221,2329.722
ดิบิตเน็ต,2428.362,2429.466
เมื่อสักครู่ท่านลงประทาน,2465.514,2467.962
อธิบายว่าคือ,2468.106,2469.978
จริงๆ คือบริษัทคือมันไม่สามารถคอนโทรลไปคอนโทรล,2471.178,2474.778
ไป Manipulate ราคาของตลาด,2474.826,2476.89
แต่อย่างที่เมื่อกี้ที่เมื่อสักครู่ที่วิดีโอ,2477.61,2480.704
ที่มามี สัญญาณมามี มีพรีเซนต์ให้,2480.704,2483.322
ตอนนั้นคุณสมบูรณ์ทุกท่านนะคะก็คือ,2483.37,2485.626
ปัจจุบันนี้คือบริษัทเรือมีการ,2485.77,2488.026
มีแผนขยาย,2488.17,2490.426
ในประเทศไทย,2491.338,2492.346
ซึ่งงานนี้ก็คือ,2492.49,2493.69
ทั้งหมดคือ ตอนนี้เป็นสิ่งที่,2493.738,2497.53
ทำให้ที่ควรจำเป็นที่ต้องลองต้องเคลื่อนทุน เรา,2497.578,2501.16
ต้องออกทุนอันนี้คือเราให้สิทธิของผู้ถือหุ้น,2501.16,2505.018
เป็น Asphalogy ค่ะ,2505.162,2507.322
ป้องกันส่วนประโยชน์ของ,2507.466,2509.05
พูดถึงพื้นของเรานะคะ,2509.194,2510.97
แล้วท่านประธานก็มี,2512.074,2514.042
อธิบายเพิ่มเติมนะคะ หรือสิ่งที่เราไปเพิ่ม,2514.09,2516.9460000000004
ทุนครั้งนี้ เพื่อที่จะไปสร้างต่อสร้างโรงงาน,2516.9460000000004,2519.8020000000006
เพื่อขยายลงมา,2519.85,2520.762
ก็คิดว่า,2522.346,2523.546
หลังจากนี้ก็คือเราจะสามารถ,2523.594,2525.85
หรือถึงลูกค้า ไม่ว่าจะเป็นสินค้าตัวใหม่หรือลูกค้าตัวใหม่,2525.898,2529.69
ที่จะเข้ามาผลิตในประเทศไทย,2530.026,2533.1859999999997
ผลิตในบริษัทแคลอคอม เราจะสามารถ,2533.1859999999997,2536.698
มีการลงทุนมากขึ้นนะคะ แล้วก็จะสามารถทำ,2539.05,2542.266
เป็นผลประโยชน์ที่ดี,2542.506,2543.994
ที่สำหรับ,2544.138,2544.954
ทุก ๆ ค่านะคะ เพราะฉะนั้น,2545.962,2548.568
คือตอนนี้ก็คือยัง,2548.568,2550.5220000000004
ต้องอย่าให้แสดงความรู้สึก,2551.146,2553.978
อย่าให้,2554.122,2555.226
นักลงทุนนะคะ เห็นด้วยของ,2555.466,2557.722
เทียนด้วยกันกับบริษัท,2557.77,2559.162
ก็เราก็ยังจะ,2559.69,2560.986
ร. เนี่ยนะคะ,2561.898,2563.098
โอเค ถัดมานะคะ,2567.946,2569.914
มีนักลงทุนถามถึง Gross,2570.058,2572.724
 Profit Margin ของโรงงานใหม่,2572.724,2575.77
จะเป็นยังไงนะคะถ้าปรับเทียบกับโรงงานเก่า,2576.394,2579.994
อ่า,2633.418,2634.33
Norvader New Factory,2636.106,2639.13
ของเรา,2649.162,2650.458
เมื่อสักครู่,2653.098,2654.778
คุณโจนะคะคือท่านกรรมการผู้จัดการคุณโจนะคะ,2655.69,2659.386
มีอ่ะ นี่ไป,2659.434,2660.538
ให้นักลงทุนว่า คือ เนื่อง,2660.682,2662.8179999999998
จากว่าแคลคอมเป็นบริษัท,2662.8179999999998,2664.9539999999997
ที่เกี่ยวกับ OEN เป็น Manufacturing Service เพราะ,2665.29,2668.4339999999997
ฉะนั้นไม่ว่าจะเป็นโรงงานเก่าหรือโรงงานใหม่,2668.4339999999997,2671.5779999999995
อ่า ก็,2671.914,2672.826
ก็คือจริงๆ ก็คือ Margin ก็คือ,2672.874,2674.842
อาจจะไม่ได้ตัดๆ,2675.082,2676.282
กันมากนะคะ นี่ก็คือจริงๆ ต้องเมื่อสักครู่ที่กล่าว,2676.426,2680.194
ถึงนะคะ คือสิ่งที่เราทำมาตอนนี้ค่ะ คือจริงๆ,2680.194,2683.962
ผู้ถือหุ้นก็จะสามารถดูจาก,2684.01,2685.69
ได้งบด้วยหลังจาก Presentation,2685.93,2688.493
 เมื่อกี้ หากเราสามารถ,2688.493,2690.2019999999998
ลด ค่าใช้จ่าย,2690.25,2693.274
ลดภาพใช้จ่าย,2693.514,2694.906
แต่การขายและการบริหารก็ค่อนข้างจะเยอะอยู่,2694.954,2698.266
ก็เลยอันนี้ก็จะเป็นเป้า target ที่,2698.698,2702.106
บริษัทก็คือยังจะทำต่อเนื่องนะคะ,2702.442,2704.986
ขอโทษนะคะพอดีตอนนี้เราเวลา,2713.002,2715.738
ไม่มีเวลานะคะ ก็คือ,2715.978,2718.2580000000003
ถ้าผู้ถือหุ้นยังมีคำถาม,2718.2580000000003,2720.5380000000005
สามารถคือติดต่อมาใน IR,2720.874,2723.418
ในเงาเวลา,2723.754,2725.722
นอกเวลา Opportunity Day นะคะ,2725.866,2728.314
ค่ะ ก็เนื่องจากเวลาในการ,2728.65,2731.578
