text,start,end
 Encouraging.,409.098,410.49
" Although the number doesn't seem so big,",411.21,413.466
" The case of sales, we're about",414.762,417.498
 Over 40% so,417.546,419.13
 in in the,420.138,421.434
 in the first Quarter.,421.674,423.354
" during launch, the first weekend actually at launch.",423.402,427.29
 it's a brand new,429.546,431.898
 Single house is dead.,433.386,434.778
 That if you if you if you notice that the,434.922,437.754
 The second story has an outdoor area,438.09,440.634
 with green,440.874,442.458
 and double volume all the way up to the third floor,444.042,447.354
 concrete blocks,451.05,453.21
 That give you some sort of privacy,453.546,456.498
 rather than normal veranda or,456.498,459.45
 balcony.,459.69,461.178
" So, it is what we put out into market. This is the",461.706,465.474
 other view of it looking out from the inside of the house.,465.474,469.24199999999996
 you can see you can actually use,469.386,471.738
 with the privacy that you might need.,474.282,477.882
" and indoor, there would be some",479.178,482.394
 I guess if you're Japanese-based,484.362,487.16900000000004
", this would be a dining table.",487.16900000000004,489.21000000000004
" But for for us here,",489.642,492.186
" in Thailand, it could be used",492.426,495.36899999999997
 as a living area.,495.36899999999997,497.65799999999996
 be used for working from home area.,497.994,501.498
 you can imagine when you do a conference call online,501.642,505.53
 There would be no one walking in a bag,505.77,508.627
. So you get a professional look.,508.627,511.77
 through your online teleconferencing.,512.01,514.746
" This is,",516.906,518.586
 He picked some pictures of of the launch date,518.634,522.042
" So it was quite well-received, as I",522.474,525.4000000000001
" mentioned, almost 50% in one weekend.",525.4000000000001,528.57
" Operationally, as I mentioned, we launched",532.074,535.458
" only one, which started off with during the first quarter.",535.458,538.842
 uh,539.082,540.666
" Three projects coming up, this quarter.",540.906,543.258
 And so we total,543.69,546.234
" So, a total active projects about",549.162,551.706
 The pretails from,553.77,556.41
 of and yeah during the first order,557.514,560.154
 Revenue,562.218,563.61
 was not that strong but comparing,563.754,566.974
 to the prior order,566.974,568.986
" It's a good sign, good recovery.",569.13,571.194
 after sobering from from the pandemic effect.,571.338,574.458
 Those 12 active projects,579.498,581.658
 as I mentioned.,581.898,583.194
 The total,584.49,586.074
 Backlog,586.506,587.898
 of combining with,588.042,590.106
 with a carrying forward backlog from end of year.,590.442,594.426
 plus the new pre-sale.,594.57,596.154
 Minus the transfer.,596.298,598.362
 We net at about almost 1.3.,598.506,601.626
 in terms of backlogs,603.786,605.658
 The 12 projects combined,605.994,608.826
 Estimate around,609.93,611.226
 12.5 billion baht in,611.466,613.722
 available for sales.,613.962,615.834
 out of 1 billion baht,619.242,622.074
 Pre-sale you can see,622.314,625.146
 The pre-sale paste is roughly,625.386,627.882
 around the same as the,627.882,629.7539999999999
" as a small remark,",632.394,635.706
 had not launched new projects,636.138,639.6270000000001
 for almost nine years.,639.6270000000001,642.618
" During the pandemic, we we lay low",644.01,646.938
 We adjust more fundamentals,647.274,651.076
 and so,651.076,652.0260000000001
 Survive and stay afloat,652.746,654.618
 We were forced,655.818,657.21
 who sells whatever left in a portfolio.,657.642,660.378
" And, basically, all projects running in the background",661.578,665.562
 But we started to launch new,666.282,669.378
 projects in both Quarter 2022,669.378,672.474
 That's how we achieve 1 billion baht.,672.618,676.026
 pre-sale order.,677.226,679.098
" which is good sign, that means",680.394,682.65
 still there. When we come back to the market,684.042,686.957
", the response was quite well-received.",686.957,690.138
" And, um...",691.53,693.21
 Continue launching new,694.794,696.692
 projects in the past.,696.692,698.97
 in the next three-quarters of this year.,699.21,702.33
 we expect to to the case to pick up,703.05,706.554
" In terms of revenue,",709.866,712.314
 I mean if you look if you look on an overall basis you can see,712.458,716.058
 it drops quite significant.,716.106,718.266
 But if you look more into,718.698,721.1899999999999
" detail, which is",721.1899999999999,722.9699999999999
" The great area, the lighter shade and the darker shade.",723.21,727.194
 You can see especially in,729.066,731.393
" the dark, the cells of real estate",731.393,734.01
 meaning you know all those residential,734.154,736.506
 UNIX that we transferred,737.61,739.578
 in the past,739.722,741.018
 order and order,741.162,742.65
 in a prior year.,742.794,744.474
 You can see that the momentum,744.714,747.2650000000001
 is has been picking up,747.2650000000001,749.1780000000001
 A small remark in,752.202,754.231
 the first quarter 2022.,754.231,756.6659999999999
 There was about 634 million baht in terms of,756.906,760.039
" revenue. That was part of our, I would",760.039,763.172
" say, last activities in terms of balance",763.172,766.59
 sheet reforms we have been talking about.,766.59,769.7230000000001
 We,770.154,771.45
 We sell some piece of land bank,771.498,773.97
", high potential land bank",773.97,776.442
" To diversify into area, into other area",776.874,780.378
 as well as,780.426,781.818
 and are trading into,781.962,783.354
 new market which,783.498,785.586
 we were not able,785.586,787.674
" So, that's something that we have talked",788.298,791.028
 over for many times already.,791.028,793.338
" So,",793.482,794.778
 I might not cover in detail.,795.114,797.37
 Financial results,800.586,802.65
 It's,803.178,804.954
 I kind of summarized it already,805.194,809.2919999999999
 but maybe I'll pick a few points here.,809.2919999999999,813.0179999999999
" The top line we talked about, uh",813.354,816.1650000000001
", the revenue from construction contract.",816.1650000000001,819.258
 I guess I'll expand on it a little bit.,819.402,822.33
 This line is,822.954,825.882
 coming from construction,826.698,828.666
 Home construction.,829.098,830.682
 construction service.,831.018,832.506
 Because the the,832.842,834.138
 Part of our projects are being ordered.,836.778,839.514
 So customer buy houses into,840.042,842.97
 land purchase as well as,845.034,847.866
 construction contract.,850.314,852.09
" So, this line is the Revenue that comes in from",853.77,857.754
 construction of those bill-to-order units.,857.994,861.402
 They come in installments.,861.546,865.338
" In the past, this line was also",865.578,868.506
 Revenue coming from,869.802,871.578
" our OEM service, which we provide",871.722,873.933
 to other developers.,873.933,875.898
 We went up and built,876.234,878.97
 houses for,879.306,881.274
 precast capabilities,882.57,884.538
 That we acquire it through the thigh through,884.874,886.938
 We use that.,888.426,889.722
 capacity to,889.866,891.954
 help prop up revenue,891.954,894.0419999999999
 on the construction service as well.,894.282,896.346
 But the thing that has changed for this year is that the,897.066,900.666
 with 9 new projects we are launching,900.714,903.374
", we need all of those capacities",903.374,906.33
" To do it with ourself, internally.",906.666,908.826
" So,that's why we",909.066,910.458
 If you compare,910.602,912.954
" First Quarter, last year you could see",913.098,915.354
 All revenue from this line is from our own due to order,919.242,923.154
 units or what we call turnkey solution projects.,923.154,927.066
 Built-to-order houses.,928.266,930.522
 The gross margin comes back to,931.914,934.1949999999999
 the more or less normal level.,934.1949999999999,936.762
 34% mid 30s,936.81,938.682
 as opposed to the first order last,940.266,942.786
 year was normally high because of that,942.786,945.3059999999999
 land transaction as I mentioned,946.218,949.05
" Distribution cost,",950.634,953.37
 in line with,953.418,955.194
 But maybe slightly more because we're,956.778,959.773
 doing some more marketing activities,959.773,963.517
 for new projects we're launching.,963.517,966.138
" Other than that, maybe, maybe, um,",969.066,971.994
 Financial cost.,972.714,974.874
 it's a bit much much lower,975.018,978.042
 and prior year.,978.666,979.962
 That's a counting effect when,980.202,982.626
 you start developing the land.,982.626,985.05
 All those,985.194,986.49
 interest payment,986.634,988.218
 post max to uh,989.994,991.962
 being recognized as,992.586,994.458
 or is it more of an interest capitalization as,994.698,998.461
 opposed to being recognized as interest-expense. That,998.461,1002.4590000000001
's the only difference. We pay the same interest.,1002.4590000000001,1006.4570000000001
 different accounting treatments.,1008.042,1009.818
" In terms of Asset, I guess Asset",1011.402,1015.0740000000001
 base hasn't changed much from last year.,1015.0740000000001,1018.7460000000001
 up in the last year.,1018.89,1020.474
 Maybe only one line has changed,1020.714,1023.0450000000001
 was the short-term loan.,1023.0450000000001,1024.794
 others.,1024.842,1026.138
 That's a result,1026.186,1028.6209999999999
 of our strategic,1028.6209999999999,1030.6499999999999
 Decided to apply,1032.33,1034.302
 the remaining 30% of,1034.302,1036.6019999999999
 Nirvana River which is the Assetholder for,1037.13,1040.73
" Manyan Chui Residences, Riverside",1040.778,1043.13
" So, we become 100% own of that.",1043.754,1046.778
 Reflected here.,1053.162,1055.322
 Liability and equity side as well.,1056.906,1060.026
 I'll explain a little bit more on that I guess.,1061.898,1064.538
 70% of the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the,1064.778,1067.621
 the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the,1067.621,1070.49
 And the reason why I call it strategic was,1070.826,1073.754
 It was a mutual agreement with a partner.,1073.898,1076.058
" uh, that he wanted wanted to access",1076.106,1079.248
", exit while we want, uh,",1079.248,1081.818
 a little bit more free-handed.,1083.114,1084.986
 Manage LINE,1086.282,1087.866
" The last, I would say 25-",1088.202,1091.297
30% of Banyan Tree residents,1091.297,1094.778
" So, this acquisition has some effect.",1097.802,1100.538
 Asset size,1101.93,1103.706
 as well as on an equity side.,1104.042,1106.586
" The reduction in non-controlling interest, that's",1111.242,1115.058
" what I'm referring to, 341 million baht.",1115.058,1118.874
 That minority interest,1119.21,1121.4460000000001
 was eliminated because of,1121.4460000000001,1123.9620000000002
 fact that we own 100% of Novena River.,1124.01,1126.842
" And liabilities, I guess,",1128.81,1132.41
 In total number,1132.65,1134.738
", not much change.",1134.738,1136.826
 in terms of mix of the,1138.41,1140.954
 We got,1142.634,1144.026
 A departure bond.,1148.97,1150.458
 950 million baht,1150.794,1152.858
" 450, 465, varying",1153.866,1156.0149999999999
 about 6.4%.,1156.0149999999999,1158.522
 you in 2024.,1160.298,1163.514
 and the other 485,1163.754,1165.827
 million baht 6.7,1165.827,1168.314
 percent thoroughly rate,1168.842,1170.33
 in 2025.,1170.57,1173.114
" So, that bring soundware",1173.642,1175.514
 interest-faring debt-to-equity,1177.77,1179.78
" up a little bit, 1.3.",1179.78,1182.042
" As we mentioned an hour long, I",1183.434,1186.474
 guess 1.1 was maybe a bit too low.,1186.474,1189.818
 for real estate company,1190.058,1192.41
 That we are not leveraging enough.,1192.554,1194.618
 This is climbing back up a little bit.,1195.626,1197.786
" In terms of outlook,",1200.426,1203.738
 The blue circles are the new,1204.17,1206.343
 projects that we plan to launch.,1206.343,1208.826
 We launch,1209.258,1210.746
 without cover in pictures in subsequent slides.,1211.562,1215.162
" And in this month, there will be another new project",1215.594,1218.522
" which is the high rise in Ratna, Tibet.",1218.57,1221.594
" Namely, the most under minimum.",1221.834,1224.282
" I guess, the second",1226.154,1228.314
 condominium under this brand.,1228.842,1231.194
" Basically, uh",1231.722,1233.306
 It's a reaching down,1233.45,1235.73
 a little bit further into,1235.73,1238.01
 market that we were not addressing before.,1239.306,1242.042
 Take back a little bit,1245.546,1247.418
 The first 2,1247.466,1248.762
 uh landed residential,1250.346,1252.519
", that we we launched was uh",1252.519,1255.002
" The WANA define in Bangkok, it's actually",1255.338,1259.686
 the second project in Bangkok area.,1259.686,1262.874
" We launched the first, uh, novenet",1263.21,1266.138
 Now when I define project,1266.57,1268.442
 in Kuttegriha area,1268.97,1270.842
" I think in 2018,",1271.178,1273.626
" with a hundred, about 170 plus units.",1274.058,1277.85
" We are now down to the last, I mean, I think under 20 units now.",1278.09,1281.978
 But we want keep this project,1282.506,1285.242
 I want to keep this product,1285.29,1287.738
 a smaller plot of land.,1290.474,1294.074
 and build a new,1294.122,1295.898
" in Kutub-Kritah area, to continue that",1297.482,1301.178
 product mix in the temperature.,1301.418,1303.962
 uh... uh...,1304.97,1306.65
 direction of doing the township,1308.234,1310.335
 development in that area.,1310.335,1312.698
 nirvana absolute,1315.53,1317.21
" Bangkok, Bangkok, Bangkok, Bangkok, Bangkok, Bangkok, Bangkok, Bangkok, Bangkok, Bangkok, Bangkok, Bangkok, Bangkok, Bangkok, Bangkok, Bangkok, Bangkok, Bangkok, Bangkok, Bangkok, Bangkok, Bangkok, Bangkok, Bangkok, Bangkok, Bangkok, Bangkok, Bangkok, Bangkok, Bangkok, Bangkok, Bangkok, Bangkok, Bangkok, Bangkok, Bangkok, Bangkok, Bangkok, Bangkok, Bangkok, Bangkok, Bangkok, Bangkok, Bangkok, Bangkok, Bangkok, Bangkok, Bangkok, Bangkok, Bangkok, Bangkok, Bangkok, Bangkok, Bangkok, Bangkok, Bangkok, Bangkok, Bangkok, Bangkok, Bangkok, Bangkok, Bangkok, Bangkok, Bangkok, Bangkok, Bangkok, Bangkok, Bangkok, Bangkok, Bangkok, Bangkok, Bangkok, Bangkok, Bangkok, Bangkok, Bangkok, Bangkok, Bangkok, Bangkok, Bangkok, Bangkok, Bangkok, Bangkok, Bangkok, Bangkok, Bangkok, Bangkok, Bangkok, Bangkok, Bangkok, Bangkok, Bangkok, Bangkok, Bangkok, Bangkok, Bangkok, Bangkok, Bangkok, Bangkok, Bangkok, Bangkok, Bangkok, Bangkok, Bangkok, Bangkok, Bangkok, Bangkok, Bangkok, Bangkok, Bangkok, Bangkok, Bangkok, Bangkok, Bangkok, Bangkok, Bangkok, Bangkok, Bangkok, Bangkok, Bangkok, Bangkok, Bangkok, Bangkok, Bangkok, Bangkok, Bangkok, Bangkok, Bangkok, Bangkok, Bangkok, Bangkok, Bangkok, Bangkok, Bangkok, Bangkok, Bangkok, Bangkok, Bangkok, Bangkok, Bangkok, Bangkok, Bangkok, Bangkok, Bangkok, Bangkok, Bangkok, Bangkok, Bangkok, Bangkok, Bangkok, Bangkok, Bangkok, Bangkok, Bangkok, Bangkok, Bangkok, Bangkok, Bangkok, Bangkok, Bangkok, Bangkok, Bangkok, Bangkok, Bangkok, Bangkok, Bangkok, Bangkok, Bangkok, Bangkok, Bangkok, Bangkok, Bangkok, Bangkok, Bangkok, Bangkok, Bangkok, Bangkok, Bangkok, Bangkok, Bangkok, Bangkok, Bangkok, Bangkok, Bangkok, Bangkok, Bangkok, Bangkok, Bangkok, Bangkok, Bangkok, Bangkok, Bangkok, Bangkok, Bangkok, Bangkok, Bangkok, Bangkok, Bangkok, Bangkok, Bangkok, Bangkok, Bangkok, Bangkok, Bangkok, Bangkok, Bangkok, Bangkok, Bangkok, Bangkok, Bangkok, Bangkok, Bangkok, Bangkok, Bangkok, Bangkok, Bangkok, Bangkok, Bangkok, Bangkok, Bangkok, Bangkok, Bangkok,",1317.354,1318.65
" lunch, uh,",1320.042,1321.434
 in last month.,1321.482,1322.778
 As I mentioned,1324.17,1326.21
", now we have 3",1326.21,1328.25
 location of nirvana absolute,1328.49,1331.322
 If you are,1332.042,1333.722
" a fan of Nirvana Beyond, you could kind of relate",1333.77,1337.658
 very closely to this new product.,1337.706,1340.922
 it's the same,1341.354,1343.13
 of when I be on.,1344.33,1346.394
 but maybe a little,1346.826,1348.6390000000001
 bit less in terms of,1348.6390000000001,1350.9060000000002
 you know,1351.05,1352.538
" Decorations, for lack of better words.",1354.122,1357.338
 It's more simplified.,1358.442,1360.986
 it's more,1361.034,1362.522
 more what you call it less less um,1363.242,1366.554
" Decoration, I guess, is what I can think of right now.",1368.906,1372.41
 but functionalities and space,1372.554,1375.554
 and creativity in terms of,1375.554,1378.554
 design,1378.89,1380.378
" Wind flow, blah, blah, it's still there.",1380.618,1383.258
 being less decorated,1386.666,1388.346
 so we can have,1392.618,1394.97
 reach down further into,1395.018,1397.658
 Customer spectrum on the,1397.994,1399.9879999999998
 on the on the bottom side.,1399.9879999999998,1402.2659999999998
 uh neuvana,1403.178,1404.474
 Absolute integrity,1404.906,1407.5629999999999
 is a sizeable,1407.5629999999999,1409.0819999999999
 project,1409.226,1410.81
 About almost 2 points.,1410.954,1412.346
 but in project value.,1413.642,1415.514
 127 units. So it,1415.85,1418.418
 is the largest of the,1418.418,1420.9859999999999
" The first 3, um, nirvana",1421.322,1424.058
 absolute series.,1424.058,1425.882
" As you can see, price range is",1427.946,1430.56
 about 11-20 million baht.,1430.56,1433.501
" As a result, it's now",1433.501,1436.442
 25-40,1436.49,1438.266
 40 40 plus,1438.314,1439.898
 million baht,1441.098,1442.49
 So you can see the difference,1442.634,1445.204
 in the price range.,1445.204,1446.81
 This is just a picture of the lunch date.,1451.178,1454.394
 The 195 which I just uh talked about earlier,1457.13,1460.346
 This is a new and,1460.49,1462.781
 improved series.,1462.781,1465.53
" Prior to this, we did not",1467.018,1469.818
 have a roof garden like this.,1469.818,1473.018
 But we,1473.162,1474.948
 realized,1474.948,1477.6260000000002
 The pandemic has changed.,1477.866,1480.026
 Behavior somewhat.,1480.17,1481.946
" And even now, I think some companies still",1482.282,1485.594
 make it optional for,1486.41,1487.802
 employees or staff who work from home.,1488.042,1491.642
 So we create all of space,1492.074,1494.234
 provide,1494.282,1496.346
 flexibility.,1496.778,1498.074
 It's not a,1498.314,1499.898
 it's not just a roof top,1500.234,1502.298
 This one you can actually go out. You can have,1505.706,1508.994
 garden. You can do barbeque with your friends.,1508.994,1512.282
 You actually have a small air-conditioned room,1512.33,1515.546
 on maybe one one-third of the,1515.786,1518.45
 floor space on your roof top.,1518.45,1521.114
 As you can see in,1521.258,1522.554
 It's a new improved product we put out.,1527.882,1530.618
 This is a look of the,1534.698,1536.09
 Rooftop garden from inside.,1537.386,1539.258
 This is the indoor air-conditioning area which I was talking,1541.898,1545.5449999999998
" about. This is real picture, not a perspective.",1545.5449999999998,1548.763
 This is the launch date. You can see,1550.538,1554.244
 that the fan base is coming back as we,1554.244,1558.3619999999999
 as,1558.506,1559.994
 open every SP Launch new project.,1560.234,1562.97
 quite encouraging for us actually when we come back,1563.594,1567.482
" Da, da, da",1567.722,1569.594
 customer base coming back,1569.738,1572.378
 This one is actually the top end of the,1575.018,1578.618
" products, spectrum.",1580.01,1581.402
" We, we, originally we planned launch it",1581.93,1585.242
 Within the second order,1585.29,1587.162
" But I think right now, I think the team might want",1587.594,1590.498
" to shift it up a little bit, maybe into the",1590.498,1593.402
 into the third order.,1593.45,1595.226
" but, it's the Ultra",1595.754,1598.202
 Luxury Residences segment.,1598.442,1601.658
 3-story house. Let's see if we have a bit more,1603.146,1606.938
" No, no, no, no.",1607.37,1609.338
 But team got some more now.,1610.922,1612.41
" uh, steal the show",1612.554,1614.138
 before product launch.,1614.186,1616.442
" Umm, basicly it's a 3 story house.",1616.682,1619.418
 but size is about maybe,1619.754,1622.778
 Double or Triple of the one I behind,1622.922,1625.562
" We're talking about 1,000",1626.09,1628.4019999999998
 square meters of living space.,1628.4019999999998,1630.4579999999999
 So you have all,1630.506,1631.898
" facilities rooms, as you",1633.002,1634.922
 might imagine in your own house.,1634.922,1637.082
 Spa room,1637.322,1638.618
" Living room of course, but bedroom",1639.914,1642.074
" bar room, park, plenty of parking space.",1642.314,1645.722
 not only for your car but also,1645.77,1648.026
 for your supercars.,1648.17,1649.85
 The price range for this would be about,1652.778,1655.2350000000001
 80-150 million baht.,1655.2350000000001,1657.1460000000002
 This would be,1658.442,1659.738
 It's a very tough end.,1667.178,1669.434
 we put out this,1669.77,1671.834
 As we believe,1674.186,1675.77
 The very top end of the spectrum,1675.914,1678.842
 would be less impacted by any uncertainties,1678.986,1683.083
 in economic development.,1683.083,1686.2340000000002
 we have been,1686.666,1689.402
 Our stronghold in terms of Target market,1690.794,1693.5600000000002
 is in this segment already if you can,1693.5600000000002,1696.602
" If you can relate, no one can be beyond.",1696.65,1699.194
 This is even higher.,1699.722,1701.882
 is the Ultra,1703.178,1704.858
 luxury segment as opposed,1705.002,1707.93
 luxury segment which is,1708.17,1710.546
 I refer to nirvana,1710.546,1712.922
 Those are for maybe more value of money. That',1714.986,1718.2350000000001
s probably what I was looking for earlier.,1718.2350000000001,1721.7540000000001
 I guess we would get to see the real thing in,1726.602,1730.106
 in the next one or two months.,1731.402,1733.466
" I think in the last part of June, there will be",1736.298,1739.501
" a launch for this, the most Ratanati Bay.",1739.501,1742.97
" Again, this is",1743.498,1745.754
 I would say second high rise condo mini open a wanna,1747.146,1751.034
 We are still very much landed.,1751.178,1755.162
 uh residential development,1755.306,1757.178
 And we want to stay that way also.,1758.666,1761.306
 But to have a better,1761.834,1764.4560000000001
 mix of revenues and,1764.4560000000001,1767.0780000000002
 margins and customer base,1767.0780000000002,1770.1370000000002
 We think we should have some flavor of,1770.57,1774.554
 high rise condominium,1775.082,1777.362
 as well as a mix.,1777.362,1779.642
 but our condominium is not like,1779.69,1782.426
 others developers.,1782.666,1785.252
 We not necessarily has,1785.252,1788.2069999999999
 to be next to the SkyTrain.,1788.2069999999999,1791.1619999999998
 we identify areas,1791.69,1794.574
 where there is enough,1794.574,1796.634
 communities in that area.,1797.066,1799.802
 The most,1801.962,1803.45
 our condominium was in a Israqpah area.,1803.594,1807.482
 That one was chosen because of Siviriraj.,1808.01,1811.13
 We think,1812.522,1813.818
 Medical Personnels,1816.554,1818.234
 including,1818.282,1820.346
 students in that area,1820.682,1823.13
 as well as the,1823.13,1824.7620000000002
" what you call it, families of those who are hospitalized",1826.346,1830.457
 in the Sireerat Hospital.,1830.457,1832.634
 would need some sort of,1833.066,1835.226
 dwelling space in close enough,1835.466,1838.394
" So,that's why we acquired that land",1840.074,1842.6680000000001
", we put up a low-rise condominium.",1842.6680000000001,1845.498
 And we practically sold out already for that condominium.,1845.834,1849.626
 This one in Ratanati Bay is a bit different.,1850.346,1854.138
 not in the medical personnel,1854.186,1857.3829999999998
 but more or less of the,1857.3829999999998,1859.514
" existing community,",1859.946,1862.0339999999999
 surrounding the Ministry of,1862.0339999999999,1864.1219999999998
 in that area. It's quite populated.,1865.994,1869.498
 It's quite dense.,1870.794,1872.57
" But, not much, I wouldn",1872.714,1874.932
"'t say no, but not much.",1874.932,1877.4660000000001
 high-rise residential available in that area.,1877.61,1880.922
 To utilize this land which has been on our,1884.618,1888.218
" Island Cheat 4, I think already about",1889.994,1892.73
 five or six years.,1892.874,1894.746
 M&A acquisition with Daddy Blue.,1896.042,1898.778
 we're developing into what we call a Duo.,1901.226,1904.442
 space condominium.,1904.586,1906.17
 you would have a sense of,1908.138,1910.778
" uh, two stories living in the",1911.114,1914.138
" Maybe about 80s, 80s.",1915.722,1918.074
 290 square meters.,1918.122,1919.802
 There will be a loft where you can put up,1921.29,1923.426
" your bed up front, I mean on top.",1923.426,1925.562
 and you can have a living space on the,1925.898,1928.73
 And with the,1930.89,1932.858
" Double space, high ceiling.",1933.098,1935.258
 you get that that the,1935.498,1937.466
 wide area which is more,1937.706,1941.21
 for you during your relaxation,1944.522,1947.7189999999998
 days in your own space.,1947.7189999999998,1949.85
 This would be about 5 billion baht in terms of project value.,1950.474,1954.458
" So, at lunch, I think in the",1956.138,1958.298
 I guess a team is trying to come up with a,1966.026,1968.858
 hundred function hundred lifestyles,1969.386,1971.786
". So, what I mean is that there would be",1971.786,1974.4260000000002
 plenty of activities in the,1974.57,1977.306
 and facilities that you can,1977.354,1979.418
 you can use,1979.466,1981.626
 You can name it any of all those,1981.866,1985.117
" sports, all those running, all those lane",1985.117,1988.73
 All those,1989.066,1990.362
 Swimming for fitness and maybe badminton.,1990.89,1994.01
 or maybe even barbeque space on the,1996.554,1998.906
 on the high floor.,1998.954,2000.25
" uh, that you can pull up and bring your friends and go",2000.682,2003.802
 Barbeque on the top floor,2006.154,2007.93
 Those are the kind of facilities that we,2008.938,2011.194
 we will put up for the customers.,2011.434,2014.458
 and you can see,2014.602,2017.818
 You can pick five,2017.962,2019.834
 0.3 billion baht divided by the total about,2019.978,2023.458
