text,start,end
แล้วก็ตัวนี้ที่เราคิดว่าเป็นนวัตกรรมนะครับ ซึ่งภายใต้,553.194,556.338
เป็นสัจเจวีระหว่าง Interformer กับ Thai Union นะครับ,556.338,559.482
เราก็คิดว่าตัวนี้จริงๆแล้วเป็นนวัตกรรมมากนะครับ,578.73,581.922
 ผมเองก็ทานทุกวัน แล้วให้คุณแม่ทาน ให้ลูกทานเนี่ย,581.922,585.114
600 มีกรัมเนี่ยจะเทียบเท่ากับการป่าถึง เราจะ,594.186,597.029
เขียน DHA 600 มีกรัมต้องผ่านป่าถึง 20 กิโลนะครับ,597.029,600.09
ผมคิดว่า ลูกอมเราก็เป็นลูกอมที่,663.69,666.514
มีแตกต่างกับบรรเทาอาจารย์ไอได้นะครับ,666.514,669.594
นักฟอร์มเมอร์ซีนเราก็มีการขยายเพิ่มอีก 7,797.802,800.514
 สาขาในปีนี้ก็เป็น 27 สาขานะครับ,800.514,803.226
เพราะว่าหลาย ๆ ที่เนี่ยก็จะอาจจะแลนด์,811.53,814.386
หลอดยังทำไม่เสร็จ ยังไม่ได้ส่งพื้นที่,814.386,817.242
อันนี้ก็จะเป็นสาขาใหม่ๆนะครับที่เราจะ,831.018,834.066
เปิด ที่เขาบอกนะครับที่เพิ่งเปิดไปนะครับเมื่อๆ,834.066,837.114
แล้วก็ยังมีสาขาใหม่ที่เราจะเกิดร่วมกับ,849.45,852.738
ทาง OR นะครับ หรือสถานีน้ำมันฟ้าประท้วงเนี่ย,852.738,856.0260000000001
แล้วก็โรงพยาบาลนครทัศน์นะครับ นครทัศน์ที่นครศรีธรรมดา,892.074,895.472
ปัจจุบันก็กำลังอยู่รีโนเวท,895.472,897.596
นะครับ แล้วท่านได้ลงไปที่นครศรีธรรมดาเจ๋มาก,897.596,900.57
ผู้ป่วยชาวไทยแล้วก็ต่างชาตินะครับ ไม่ว่าจะมาจากกระบี่ จาก,911.274,914.706
อะไรต่างๆ รวมทั้งนครศรีธรรมราชเองก็เป็นจังหวัดใหญ่นะครับ,914.706,918.138
ปีที่แล้วนะครับ เราอยากจะรู้ว่าเรา,943.434,946.028
ก็ได้ SET AWARDS อย่างเงี้ยของอินโดรเวทีป,946.028,948.8580000000001
ก็อย่างที่เรียนตั้งแต่อายุมากที่แล้ว ปัจจุบัน,957.354,960.45
แล้วก็ทาง KGI ก็เป็นที่ปรึกษาในการนำบริษัท,960.45,963.546
ก็ เราก็ เราก็ตั้งบริษัทแอลกอฮอล์รี่,967.626,970.434
พัดในการที่จะลงบัตรนักทอนพัดเข้าตลาด,970.434,973.242
ทีนี้เป้าหมายของบริษัทก็ยังเหมือนเดิมนะ,975.114,977.922
ครับ อันนี้ก็อาจจะยังไม่อัปเดตเพราะว่า,977.922,980.73
เรากำลังเริ่มทำแผน 25 ปีข้าง,981.066,983.97
หน้านะครับ คือ 2024 หรือ 2028 นะครับ,983.97,986.874
วันนี้เราก็เจอกันรีวิวสิทธิ์แผนนะครับ เราก็เพิ่ง,1013.514,1016.994
ประชุมกับทีมเนเจอกันไปเมื่อสัปดาห์ที่แล้วนะครับ,1016.994,1020.474
ซึ่งเราก็ได้มีการทำ,1042.986,1045.842
แผนเป็น 2024-2038 นะครับ,1045.842,1048.698
ในการจะขึ้นทะเบียนในการจะใช้เทคโนโลยี,1062.858,1065.662
ทางเฟ้อในการที่จะพัฒนาในวัฏกรรมซึ่งเป็นเป้าหมาย,1065.662,1068.666
คือจริงๆแล้วไตรมาส 1 จะอยู่ประมาณ 400 กว่าร้อย,1095.882,1099.335
แล้วก็กำไรประมาณ 40 บาท แต่ก็ยอมรับนะครับว่า,1099.335,1103.034
แล้วก็โปลแบ็กซ์นะครับ โปลแบ็กซ์ซึ่งปัจจุบันภายใต้,1122.57,1125.984
สมาชิกของโปลแบ็กซ์เนี่ยก็มีเทรดพันธุ์ค่อนข้างหลากหลายนะครับ,1125.984,1129.626
การขยายสาขาของร้านแหล่งประมวล 4 การปรับปรุงโรง,1170.282,1173.906
พยาบาล ให้เป็นรัฐบาลสากลเพื่อรองรับระยะยาว,1173.906,1177.53
การที่จะสร้างแบรนด์ผลิตภัณฑ์ใหม่ใหม่,1178.346,1180.87
ให้ผู้มีโรครับรู้นะครับมากขึ้น,1180.87,1183.674
หายไปจากการที่ไม่มียอดการจ้างผลิตใน,1238.538,1241.4180000000001
แต่ละสองครับซึ่งมีวันหยุดค่อนข้างเยอะนะครับ,1241.4180000000001,1244.538
ปัจจุบันทุกท่านก็จะเห็นว่าสัดส่วนของทาง,1284.618,1288.2459999999999
ของคนเนี่ยก็จะผิดของคนก็จะมากขึ้นนะครับ,1288.2459999999999,1292.1539999999998
ของคนก็จะอยู่ที่ 69% นะครับ ของสัตว์,1331.274,1334.1999999999998
จะอยู่ที่ 19% แล้วก็โรงพยาบาลเนี่ย 12%,1334.1999999999998,1337.37
แต่ว่าตราสารก็จะอยู่ที่ว่าการใช้ตัว Operating,1376.778,1380.568
 Expense ที่จะเป็นตัวที่จะกระทบใน Profit นะครับ,1380.568,1384.122
ดังนั้นตอนนี้เน็ตโปรฟิกซ์ก็เลยทำให้ไตรมาส,1410.57,1413.4769999999999
 2 เนี่ย ส่วนใหญ่ส่วนใหญ่ก็ 3.2% จากการที่,1413.4769999999999,1416.608
เราเอาเงินไปยิงโฆษณากับมือหลายๆแบรนด์นะครับ,1416.608,1419.739
ธุรกิจร้านขยาที่เป็นรายใหญ่เริ่มเข้ามา,1444.938,1447.9450000000002
แข่งมากขึ้นเช่น ดร.ฟอร์มา โอคอมเซเว่น,1447.9450000000002,1451.226
แล้วก็แผนจริงแล้วเราก็มีการทำแผนกลยุทธ์,1529.13,1532.172
กันเนี่ยก็มี 7 กลยุทธ์หลักนะครับ ทุ่ม,1532.172,1534.746
ผลประกอบการเฉพาะหลักเนี่ยจะเห็นว่า,1545.162,1547.699
ทั้งรายได้แล้วก็สมัยก็ดีขึ้นเรื่อยๆ,1547.699,1550.49
ก็จะมีหลาย ๆ คนระยุทธ์นะครับ ไม่ว่าจะการขยาย,1553.13,1556.823
สังขาร การที่จะจับมือกระทาง OR นะครับ ในการที่จะ,1556.823,1560.7620000000002
คำถามถัดมาคือธุรกิจโรงพยาบาลจากที่ดูเราซื้อมา,1574.25,1577.764
แพงกับโรงกลม เข้าใจว่าเขามีโรงเรียนท่าใกล้ๆ แต่ก็แพง,1577.764,1581.4979999999998
ก็คิดว่าไม่ต่างกับในอินทรัลสตรีอื่นด้วย,1617.354,1620.188
เหมือนกันนะครับ ที่ถ้าถูกก็คงไม่ขายนะครับ,1620.188,1623.258
ในแค่ซ้อนพันธุ์เนี่ยเรามีมุมมองว่าเป็นธุรกิจ,1631.466,1634.7859999999998
ที่มีกำไรนะ งานที่เราจะไปทำก็,1634.7859999999998,1637.85
เราจะไปปรับมันจะยากแต่ว่ามันเป็นเครื่องคิดที่มี,1640.682,1643.539
กำไรอยู่แล้วเราต้องไปปรับปรุงเพื่อให้กำไรมันมากขึ้น,1643.539,1646.586
ไม่ต่างกับโรงพยาบาลกรมรีที่อยู่,1675.722,1678.259
ใกล้กับโรงพยาบาลศิริราชประมาณนั้น,1678.259,1681.05
บางครั้งเราออกมาเนี่ยเราก็ต้องการไปเข้าโรงพยาบาล,1753.77,1757.036
อาจจะไม่ได้ทำ ฮะเกิดควันบางครั้งอาจจะต้อง,1757.036,1759.866
ก็คิดว่าถ้าเอ่อ ก็จริงๆก็มีบริษัท,1820.202,1823.02
เยอะมากเหมือนกันนะครับ ที่มาเสนอให้เราเข้า,1823.02,1825.838
ไปถึงหุ้นบ้านแอบไปซื้อจิติการบ้านนะครับ,1825.838,1828.891
ผลการดำเนินงานช่วง Q3 แล้วแนวโน้ม Q4 เป็นอย่าง,1898.346,1902.113
ไรบ้าง อันนี้ผมพูดเท่าที่พอจะพูดได้นะครับ,1902.113,1906.17
เพราะว่าแบรนด์ทลเซตามอลต่างๆที่ด่งดัง,1945.098,1948.116
มาเนี่ยก็เกิดจากการบินโฆษณา เป็นการรับรู้,1948.116,1951.386
แต่ก็อยากจะบอกนักลงทุนมากนะเชื่อมั่นในคำว่าเป็นราคา,1964.01,1967.443
พันธุ์เราเนอะ คุณภาพดีนะครับมีการทำวิจัยก่อนที่เราจะลอน,1967.443,1971.066
เพราะฉะนั้นเนี่ย ถ้าท่าน เอ่อ ขวดมึง อะไรต่างๆ เนี่ย ลองทา,1971.594,1975.026
ดูนะครับ ไม่จำเป็นจะต้องไปยา กินยาเอ็นเซจแรงๆ,1975.026,1978.458
ทีนี้ส่วนหนึ่งเนี่ยก็เกิดจากการที่เรา ในครึ่ง,2011.434,2014.415
ปีแรกก็ยอมรับว่า เรามีการปรับราคาอยู่แล้ว,2014.415,2017.626
แต่ว่าตอนนี้เราก็ยอมรับว่าเราพยายามจะไปเพิ่มประสิทธิภาพ,2024.106,2027.954
ในการผลิตเพื่อจะเป็นเรื่องต้นทุนการผลิตมากขึ้น,2027.954,2030.587
อันนี้เหลืออย่างแค่สามเดือนเนี่ยก็คิดว่าน่าจะเปิดได้ ประมาณสาม,2117.13,2120.994
ถึงสี่สาขานะครับปีนี้เราก็จะจบที่สามสิบสามสิบเอ็ด,2120.994,2124.858
อันนั้นก็เป็นเรื่องที่เราบอกติดกัน จะตั้งเป้า,2164.074,2166.963
ไว้ฝึกอยู่แล้วนะครับ อยู่บน Test Case ว่าถ้าเกิดเรา,2166.963,2170.074
เราเปิดโดยไม่สนุกอะไร ไม่ว่าจะเรื่องของการแบรนด์หลอดส่วน,2170.506,2174.1299999999997
มอบพื้นที่การยื่นขออนุญาตเอายอ เราจะเปิดได้เท่าไร,2174.1299999999997,2177.7539999999995
Cost-Profit ของร้านยาแล็บ 2 บาท 4 ปัจจุบัน,2213.898,2216.9590000000003
ก็ดีขึ้นเรื่อย ๆ นะครับ Cost-Profit แบบนี้,2216.9590000000003,2219.802
ตอนนี้เราก็เลยเริ่มเปิดรับที่จะรับจ้างผลิตให้บริษัท,2329.866,2332.822
มากขึ้น อย่างปัจจุบันเรารับจ้างผลิตให้อยู่ 2 บริษัทนะครับ,2332.822,2335.962
จริงๆแล้วในแง่ของเนื่องจากผมเองก็เป็นเภสัชนะครับเภสัชบาง,2399.946,2403.996
ปีมีแต่กลุ่มประกอบการทำงานแท่นในเภสัชนะครับ,2403.996,2407.194
โดยหลักการเนี่ยมันคือเป็น Bidder pack เนี่ย,2419.626,2423.01
มันจะเป็นการที่จะรักษาคุณภาพผม,2423.01,2426.3940000000002
แต่ผมไม่สามารถจะไปพูดถึงแบรนด์อื่นได้นะครับ คือเพราะ,2432.298,2435.586
ฉะนั้นเนี่ยจริงๆแล้วอ่ะ เออ เราคิดว่า Business pack เนี่ย,2435.586,2438.874
เพราะฉะนั้นเนี่ยเราจะพบว่าการที่มันสามารถรักษา,2449.002,2452.1839999999997
คุณภาพได้ รักษาความชื้นได้เนี่ยเวลาเราถ่ายเข้าไปเนี่ย,2452.1839999999997,2455.5779999999995
อยากสอบถามซีลิต้าจะอยู่,2506.986,2509.584
ดูเงียบๆเราจะแก้เปลี่ยนยังไง,2509.584,2512.506
Turbo เนี่ย มันในแง่กับทางตลาด OTC หรือ Consumer,2559.21,2562.822
 อาจจะไม่ได้รับรู้นะครับ เพราะว่า,2562.822,2565.402
ในวิสัยทัศน์ในฐานกลยุทธ์ที่ตกลงกัน,2565.834,2568.5299999999997
ก็คือการที่เราจะเอาไปเข้าโรงพยาบาลก่อน,2568.5299999999997,2571.45
ตัวทูโบนะครับ ปัจจุบันก็เข้าไปได้อยู่ประมาณ,2578.506,2581.595
 6 โรงเชื้อบาล แล้วก็คีนิกประมาณ 50 กว่าคีนิกนะครับ,2581.595,2584.89
เพราะฉะนั้นเนี่ยก็เป็นสิ่งที่คนจริงๆ แล้ว,2659.146,2661.858
ต้องยอมรับว่าคุณจะทานอะไรเข้าไปเนี่ย,2661.858,2664.57
ก็เราก็ไม่ได้ยิงในเทอมนะครับเพราะถ้า,2699.946,2702.658
ไม่อยากให้เงียบ อาจจะต้องมายิงโฆษณาอีก,2702.658,2705.37
อาจจะต้องรอผลงานนิดหนึ่งครับในการที่เราจะเปิดโตนะ,2726.634,2730.201
ครับ เราไม่ได้เป็นกษัตริย์ที่จะทำงานแบบปีหัวเข้าบ้านนะครับ,2730.201,2733.978
